_id
Flarrow Films (Lunar Arrow & Ban & Daelit & Dreamy Sleep & Sathal & Литария Теннер & AshVoice)
AnimeJet (Failik & Polnoch & SKY'S & Zuten)
Kuroi Raws
Ironclad
Мявушка
AniPlay (Ekusplozion & Оди)
SHIZA Project (Jasmine & Lamia & Ruri & Saiko)
Rayvol (BD)
DTS-HDMA 5.1ch
Persona99_for_rutracker.org
adb33914
100820
Topers (Ranmaru)
forcE_Major & Makoto
Moe Netflix
LiteSound (Ende & Kl1nT)
AniLibria (Ados & Amikiri & Lupin & Narea)
Cactus Team (Kristabel & RedRain & Zodik)
StreamSound (Kl1nT & Screem & Shane)
Илья Карелин
Auido Commentary
AniDUB (9й Неизвестный & Shina & Гамлетка Цезаревна)
Asura (Ani & BlairFoxes & Neill & NexuS & Zelul)
Vol 1-4
AniPlay & Erai
AlFair Studio (Анна Васильева & Вадим Бикимов & Виктория Дмитриева & Владислав Федяев & Владислав Фомин & Георгий Ерунков & Евгений Заварзин & Евгений Киян & Майя Мяуриция & Мария Рец & Ульяна Сизенцева)
Rakuen Raws
BeyBeast project
Indie Dub (Anesiya & Felya & Kaize & Mutsuko Air & Макс Шафт & НИП)
MCA (Keneretta & Valkrist)
Amarillis & Dreamers Team & Inhesion & Seymour
AniDUB (Ancord & Berial & HYVER & Jade & Nika Lenina & Oriko)
NikaLenina & Trouble
AniStar (Ruri & Sati Akura & YezhikAmy & Zendos)
SORYCH
110805
MIKron & shootnik
Ruzaki & suDi@
Ghost Hound
1-2
Aero & Doflein & KeeperRus & Nika_Elrik & YakuSub Studio
1998-11-13
Shaman Anime
Jart (Kimamire & Saviol)
AniPlay (Daos & Ruslana)
harumambura
Get Smart Group (Persona99) (41-50)
Persona99 (+ сабы)
Freya & Fuurou
Kona-chan & Mikrobelka & Reni
1996-06-28
AniMaunt (J.Dark & Lelik_time
S John
Hyakka Ryoran Fansubs (Enma & Iby & SeeR)
AniChaos (December & Dinaмика & DoctorWho)
Mewtwo
Mosa & Nutbar
LDrip
Amaenaideyo!! Katsu!! TV; ep. 03; Audio: JP
AniZeit (RS & Smolki)
UA MAX (Emeri & Freya & Mukuro & Nazel & Ray & Rise & Roman chupis & Vitali Izmalkov)
General TAB & Kasandra & others & Pat-Rica & rotheran & roxfan & Shojosei & Sora_P3_Heaven & sys3x & Tentenkunchan & Xellos Slayer
AniFilm (Lali & Mukuro)
LeDi-MaHo Team
AniMaunt (Dreamy Sleep & Простой)
AniLibria (Sharon & HectoR & Amikiri & Silv & Hekomi & Derenn)
AniMedia (Freya & Kashi & Kobayashi & Komuro & KovarnyBober & Nazel & Revi_Kim)
Анистраж
AniLibria (Amikiri & Arato & WhiteCroW)
Flarrow Films (Lunar Arrow & Bzeke & Ron & Daelit & Molli_bolli & Mashylika5)
CARNAGE & KIRA
ASS & naive
ошибка
LavR
G-Host & Cheb & Mike & Лэн & R_I_P & Shaman Anime
AniDUB [Симбад & Reina
5-8
Original HorribleSubs
AniPanic (Veles)
Firegorn Team (2DarkSky2 & 8Bochan8 & Redgar-firegorn)
[GhostAnime]
Carrier88 & Marie & Shina
Acrollix
AniStar (Konra-chan)
Joshiochi! ~2-kai kara Onnanoko ga...Futtekita!~ Complete Edition ep 05_Audio Commentary
GMK
Mezzo_DSA
SHIZA Project (Dancel & Daelit & Лизавета & Viki)
OpenDub (Mistake & Мирра)
kokus-rips
AniRise (Freedom & Fubuki)
Rei
CactusTeam (Ivaniska & MelissKa & Nerox & Дмитрий Дробница)
Anilibria & RG Lucky Clover
Amazing Dubbing (Sharakam & Yalunar & DEMIKS & OneMoreCancer & Smoke & Ушниша & Krosteria)
4Anime (Chun & Ket)
Amanri & Frodo-Ich & ~The World~
Ancord & Colvor & Eladiel
S04
Игорь
2007-02-16
Audio commentary 1
Kyoani & Перевод: Hikari_Licht. Сверка с японским: Elfeechka Редактура: Octo
Gigis (русские сабы)
AniRise (Rip4Star & Separh & NikaAnimal)
XDub (Izanami & Anzen)
AniTime (Nina_Latina & KorinKA)
alkopone & Rhododendron
AriannaFray & Никита MC Freeze Рябых
AniMaunt (GreenTalker)
INDIE Dub (Marie Bibika & Mutsuko Air & Adamant & Berial)
Юст
MiraiDuB (Kona_chan & Nari & NexuS & Panda_Ksyao & Psychosocial76 & Shira)
Liberal Project (Yupinory & Origami)
AniLibria (Lupin & Manaoki & Silv)
AleX_MytH & Anifilm & Evafan Satin & Surokune
Studio Amber
: Stereo
MiraiDuB (Edmond & Eliza & Kona_chan & Malevich & Mirazell & Nari & Panda_Ksyao & Sakura & Shira & Дядюшка Scooby Doo)
bf86b8ff
2006-10-27
StudioTomo
DemonOFmooN & Trina_D
AniPlague (Chirick & Daniel & Leonhart & Nari & VereneyR & Yu)
00
AniDUB (Ancord & Jade & Trina_D)
Временные
441288d5
SHIZA Project (Dancel & gobr & Pandora)
AniMedia (LolAlice & Nazel)
Vita_Lee & XeroXP (AnimeLend)
applqpak
HKG-A & T
AniPie (@mails & ChocoTale)
Shuken & Trina
Macross
Bel-chan & Jenia aka Zub
Tuesday TV & [SHIZA Project] Carole
Korzak & Starlord
Vina & Симбад
Tytania TV; ep. 02; Audio: JP
AniLibria (Malevich & Cleo-chan & OkanaTsoy)
KBM TeaM (Obelikx & Pandora & VanTuz)
Gakuen Senki Muryo & Greyman
ALLSTARS_ & Animereactor Ru
SibVic_GitS_Opening_Rus
6-7
Onsa Media
Sound [sad_kit
Kанапель
AniLibria (Lupin & Allestra)
AlFair Studio (Лев Ковалёв & Маргарита Подсухина & Анна Васильева & Антон Лисенков & Иван Солдатенков & Игорь Федоров)
Flarrow Films (Lunar Arrow & Ron & Sathal & Mashulika5 & Dreamy Sleep & Daelit & hAl & Lelik_time)
alascorchy & General TAB & Harushechka & Helge & Hige-san & Hollow & KeeperRus & mbillika
Amanri & Holydarkness
AniRise (NikaAnimal & vonRosenberg)
Diaton (DpaHbaLT & Leona Crosszeria & Yupi)
Ayato & Furui & Ketsu & Raven & Ullanar & Vaffe
Dreamers Team (Jabberwocky & Bel-chan)
jsum
Mr. Kimiko
ZouSub
JeFerSon & Persona99
AniMedia (AXLt)
Advokat & Blazing Wizard & Simon.cleric & SnowLight
AniLibria (Ados & Lupin & MyAska & Narea & OkanaTsoy)
Danphil & lazycat & Tany Sword
Jap+Jap
Blazing Wizard & BO3DYX & Scrap
SHIZA Project (Nyasheek & NesTea & Лизавета)
KoeDub & TamaraHouse (Amutyan & Korbut & Tamara)
Camopy
Penguin Musume Heart ONA; ep. 15; Audio: JP
lazycat & Tany Sword & ~Kuro_Neko~
MezIdA & Акварелька | AniFilm
fedor & Luka & Real Drive
5c74f28e
A P & D.T
ISO Media file produced by Google Inc. Created on: 05/06/2018.
Shadow12004 & Tany Sword (116-117)
Многоголосый  - Киномания
TF-AniGroup (JAM)
AniDUB (Orru & Стефан)
Obelikx
Beared & ltl_kay & Zdorro & КэпкаStark & Ыфка
Awai-chin
AniStar (LK Online & OVERLORDS & Shoker & Фрейн)
DroLL aka Shippo
AniStar (многоголосой озвучкой)
AniDUB (Cuba77 & n_o_i_r)
115
SHIZA Project (Muvvekk & Lianna & NASTR)
29
IDA (Despair & Kazu)
Eladiel Mistake
My My
AniDUB (Bars MacAdams & Kobayashi & Oni)
AniMaunt (Shachiburi & Eva)
GhostDabbers (Shachiburi) (1-2)
Puto
YukioSub Project
Aemi & Amikiri & AniLibria (Sharon & DejZ & Derenn & HectoR & Hekomi & Kanade Eu & Lupin & MyAska
Kaikan Phrase 1-24
1996-01-22
AniDUB (9й Неизвестный & Ancord & BalFor & Cuba77 & Jade & JAM & Гамлетка Цезаревна & Давид Петросян & Торгиль)
1a230b11
Indie Dub (Marie Bibika & Mutsuko Air & Max Shaft & Rain & Adamant & DiWilliam & Freedom)
Brasco & Nika_Elrik & Схрон
AniPlague (Chirick & Daniel & Leonhart & Shira & VereneyR & Yu)
SHIZA Project (Dancel & Pandora & Лизавета)
Flarrow Films (Lunar Arrow & Bzeke & Daelit & Ron & DIP & Molli_bolli & Dreamy Sleep)
AC3 48000 Hz 2ch
От DJATOM & сomina
AnimeMovie (Chupoptera)
nismo & ГоСт
HARDSUB_TEAM
AniDUB (Aleko)
MiraiDuB & SоvetRomantica (Krondir & LeeAnnushka & Panda-Ksyao & Sakura & Shira)
Pokemon-Unite
Inokenty & firefly
Boss Subs
AniDUB ( Ancord & Chigusa & Jar & Rizz_fisher & Rudoshka & Sergei Vasya]
Saultcack
Симбад & Reina & Holly
Makrel
АниТлен (Ashente & Saniel & Shioko Aili)
AniMaunt (abcEND & Euler & Lelik_time & Nata Kex)
EAC
POPGO&SONG
AniChaos (December & Sirin)
Ro1046 & Xander
GhostDubbers (Shachiburi & Miriku)
31747B5A
Dark Demon & Ivaniska
Anihop (Mimichi & Bulbamesh & Avatarka)
y Gintoki
Amazing Dubbing (Oleniya & yalunar)
AniDUB (BalFor & Cuba77 & Fuurou & JAM & Nika Lenina & Trina_D)
WEBrip
Anku & Cracknight & mutagenb
milvus & UJ Team (Aronilo & Odissey)
BDRip.1080p.10bit.24bit
Nastanados и ALEKS KV
Dragon & TM aka ТехноМаг & Лесной Лис
TLA (Cheshir & LoliKun & Pinako)
AnimeSpace (NegauShi & Letty)
Kota & LeoDream & Mae & Ms.Excess
AniRecords (koeshiro)
Lagno & LeoDream & Misto_River & Redgar-firegorn
Get Smart & Ko & OpenTeam & Sam
Lenalee & Molodoy & TIA
AniMedia (Komuro & Freya)
Poccu9i
AniChaos (Sirin & December)
yibis
E8375B8F
AniTime (Elfenok & Lissa & Raikiri & Enjelend & EdVard & Mifesto)
Original Japanese Audio 5.1ch
Witchblade
AnimeReactor (NARUTOFilm & Ru)
Kasandra & sys3x & Xellos Slayer
Kira & Horomi
AleX_MytH & Hollow & RG Kujian
Arashi-sama & Nika_Elrik
CARNAGE & Kika) & Чаек
06
13th floor elevator/laugh out VER.
Martinez & Angel
1993-02-15
5xRus
RG Kujian & Advantage
AniDUB (Berserk & RiZZ_fisher & Orru & Mirona)
inari project (inushiki & kub1k)
Ichiban-de.su
Mizuiro_Jidai
AniRise (Ket & Mirazell & PersifalDark & Qbiq)
ТО Bamboo
AniZone (MoonLord & Myako & Zoulding)
Apostol & Enzexanadu & Sad Spring
176
2nd Division (Lolypops & Dotonbori Roma & Tanegashi)
Flac 2.0 & Ichigo Mashimaro
ImChase & Korrah & powerwar & AlenFuns & Tess
Nerevar & nismo & Pat-Rica
Aragami & RG Genshiken
Get Smart Group (Hattori Hanzo & Persona99)
AniDUB (9й Неизвестный & BalFor & Oriko)
Bred & Esito
5806-5820
We Are Dubbers (Pufochka & Brigella)
AniDUB (Ghost In The Shell)
AniMedia (MeiSei & JuliaBlack)
SHIZA Project (Dancel & Amails & Тань-УХ-а)
Eladiel & FuegoAlma
Genius Party Beyond
130320
StreamSound (Angel & BakaSenpai & Frederica_Izzard & Kl1nT & Shane)
Japanese DD 5.1
AniMaunt (Ayka & Berofu & Euler & Gulliver & Linad & MissClick & Nata_Kex & Nokinal & Takera & Yupi)
Zendos & Eladiel & Lupin
Risens Team
AnimeVost (AnimeJet /)
Amazing Dubbing (DEMIKS & Oleniya & Krosteria & yalunar & Belo4ka & Sharakam)
2006-08-18
Japanese - 23
SHIZA Project (Dancel & Lianna & NoName & Pandora)
FLAC 2.0ch 24bit 48kHz
114
Frenky & Nuriko
GitS_Noir_ & _AnimeReactor_ru
IMSF
Amarillis & Blazing Wizard & Hariton Harko
Yabai
UA MAX (Ray & Mukuro & Vitali Izmalkov & Emeri & Freya & Nazel & Rise & Roman chupis)
AniLibria (Cleo-chan & Mariya Rets & Kari & Rexus)
Night & Xellos Slayer
Moon Archer (Часть 1)
07
AniLibria (Lupin & Hekomi & MyAska
AniDub & Music Cat & Sora_P3_Heaven & sys3x & Лэн
Stero
AniSound (Soderling)
1999-06-11
Midori & Reika
Bokusatsu Shiden Team
Jeka Sub
Ru-1
SHIZA Project (NoName & Aska)
ND-AAC 2ch
Nanaka TV; ep05; Sound:RUS
ShadMG & NesTea
AniStar (Shoker
AniLibria (Absurd & Say)
Unravel (Nravel & Nari)
SHIZA Project (Daelit & OkanaTsoy)
Rokey
Французский дубляж
AniMedia (Satsuki & Morin & Freya)
Zen
Amazing Dubbing (DEMIKS & Illuzor & Krosteria & Oleniya & Sharakam)
Sakurina (Elpaze & Jester Fool & Sunniva Nort)
Andark & Aska
10 of 13
SHIZA Project (Liddit & Azazel)
Amazing Dubbing (Smoke & DEMIKS & Oleniya & Yalunar & Archi)
Misterx
Get Smart Group (Persona99 & Paper)
MagnAvaloN
ac3  AnimeReactor
ISO Media file produced by Google Inc. Created on: 02/28/2018.
Gadjet & Nika Lenina
серия 8 (9)
Nasy & Tany Sword
ASS RUS & ENG
Anifilm & gorodoshnik & Nachtwandler
ISO Media file produced by Google Inc. Created on: 12/17/2017.
3d7997bd
Crunchyroll BD [т/к FAN]
Emil
UsifRenegade
AniFame (NickWhite & Olivia)
FanVoxUA (Surgeon & Helga Victim & Crupt & Snovyda & Schmetterling)
AnimeUltima
AnimeShinigami
AnimeVost (+ EN sub)
BadWolf & Мirra
SeM&Ko & Anything Group (Tonyko & KroshkaRu & Синнет & Shina & Dajana & Stefan & Mr.Miroslav & Alice & KingMaster)
AniMaunt (Berserk & leoneo & VieliS)
Jerwis & Rem
MiraiDuB (Yu & Panda_Ksyao & Лирет & Krondir & Leina & Frosty Fox)
AniStar (Mutsuko Air & Zunder)
Anamashka
MiraiDuB (Panda_Ksyao & Eliza & Nari & AbrahamGrey & Kona_chan & MiKaSa-A & Shira & Sajful & Odissey & Acrollix)
Tourai
Vladik_Zav & Kawaii_chan
Varfolomeev
Amazing Dubbing (Calypso & Kas & Smoke & Синка)
Sekirei TV; ep. 11; Audio: JP
RainDub (AniHor)
audio 5.1
Orenji_Reiji & Ice_Guardian
SHIZA Project (Nate & Viki & Kitsune)
NekoTrap
2.0 AAC & Japanese
Hollow & Obelikx & Sakurachii & tina
TastyMelon
Kim & Nazel & Revi
Anime-Empire (480p) убогий тайминг
Witwood & Witwood [TASIW]
Baltazard & Haru-kaze
OpenDub (comina & micola777 & MIKS & Мирра)
Yagiza (Kojimaguni)
New Voice Media (KiranoTea)
AniRise (Kaize)
ListenVoice (Легальная Лолька & Hanikat)
AniFilm (Octav & Акварелька)
AniDUB (JAM) (31-35)
Hollow & Subs] KBMTeaM
Seto no Hanayome TV; ep 01; Audio: JP
KOR Original
9й неизвестный & AniDub (Кабояши & Гамлетка
Vulpes_Vulpes
Animedia & Anything-group
Mai & Flamen
Petrolhead RUSub Team (mutagenb & SibVic & StalkerJS)
AlisM & Rina Grey
Akashi
Phoenix Project (Balu
" & Misha_ & _Stan_ & _Tasha_"
Le-production & Mirron & Semyon44
J22v-Raws
Helix Group (Dink & GokuSS4 & Gurcha & IceProject & pavel-mps & Prosya)
AniDUB (Anika & Bars MacAdams & Berial)
Chigusa & Muvvekk
Shanteau Store (Anton Shanteau & Женька Пипец)
Kitsune & Nesitach & Stan WarHammer
Oyasumi
Yulione & Okami
MiraiDuB (AbrahamGrey & Edmond & Eliza & Giza & Kona_chan & Malevich & Mirazell & Nari & Panda_Ksyao & Sakura & Дядюшка Scooby Doo)
SHIZA Project (Dancel & Lianna & Tomoko)
MiraiDuB (Panda_Ksyao & Kona_chan & Sakura & Eliza & Ket & Acrollix & Sajful & Shira & Nari & Odissey & Mirazell & Giza)
1994-05-16
2ch VORBIS
Joy
Kitsune_Swh
AniLibria (Ados & Itashi)
Cyan
56
B.Condor & Mr.Faer
AniLibria (Itashi & WhiteCroW)
AniMedia (Freya & Mirona & Nazel)
Korean: Stereo
Creditless OP & ED
Ko_ & OpenDub & _GetSmart & _Sem
ISO Media file produced by Google Inc. Created on: 05/12/2019.
andromeda88 (Без Цензуры)
SоvetRomantica (Lorin & Sakura & Fant & Hay Crown & Krondir & Zirus & Sigma & Giza)
SHIZA Project (Berial & Mamoru & nDrOiDze & Pandora & Viki)
AniLibria (Sharon & Hekomi & Silv
Peter Rodgers
Egar_T & Капитан Серхио
Nova-Raws
Anything-group (FaSt & Milirina)
Baroque Works (MegBegb & Red Priest Rezo & Отец Борис & Kumys)
Woman Ver.
Dez & fynnley & Growly & Reddog & VolkoFunk
AniMur (Кудрявый демон)
Pitohui
2003-07-19
AnimeJet (Esmeralda & GAR & IIIaurma)
Narrru
AniPanic : FanSub Team & DeadMouse & Klimena & Nikollo & Veles
AniZone (Lover Anime & Myako)
fnst
AniStar (OVERLORDS & Zendos & SatiAkura & Ruri)
D.A.Studio (Dark & Angel)
Studio Band (Илья & Алина)
Aventurierii Spatiului
MC Entertainment\
Anzen & Romashka & XDub Izanami & Айчик
KeitAndersenn
AniLibria (Cleo-chan & HectoR & OkanaTsoy)
INSTORM & Alisa Царь
CAMELIASUBS & YakuSub Studio
Alden Jacoby & Цыпа
AniLibria (Dejz & Malevich & Sonata)
RazGildyai
Sora_P3_Heaven & Stan WarHammer (51-60)
AleX_MytH & BO3DYX & Kos the Duck & Reaper & sild
Pelican
Additional tracks & forcE_Major
Steins;Gate 0 - 11  - DZY
Indie Dub (Marie Bibika & Max Shaft & Mutsuko Air & Sakura & Freedom)
Shiniori-Raws
на немецком
AniMur (Brigella & Shut)
Kasumi & Valkrist
Japanese 5.1 channel AC3
AniRecords (Afeliya & DEZER & koeshiro & Narima-tyan & Nola & Vincent)
AC3 2.0  Mono
rus_Cuba77
16 of 22
AniMur Многоголоска
CASO & SumiSora
IG & Kiara_Laine
AniMur (Siviel Fleym & Antideath) (Часть 2)
AniDUB (Stefan & Vel)
Non-Credit
RandomSubs
Code Breaker - 13
SHIZA Project (GreyMoon & Aska)
AniMedia (Reewayvs & Revi_Kim)
AniDUB (Keneretta & Jept)
SEKAI PROJECT (Dreamy Sleep & Kira)
Cracknight & mutagenb & red_star & shizoidal
Absurd & Nuriko
BW & Fratelli & Timecraft (Bel-chan & Blazing Wizard & Jenia aka Zub & Мария Гостюхина)
Diaton & TINKEIT (DpaHbaLT & Yupi & Almedar & Sunniva Nort & Mashylika5)
AniRecords (Saider & Reya)
SоvetRomantica (Akira & Fant)
Seto no Hanayome TV; ep 18; Audio: JP
Persona99 & Vulpes Vulpes
AniMaunt (Ban & VieliS & Zavr)
FlameNik & Esther
AnimeReactor (Valkrist & Keneretta)
A.k.M. & Xander & Кирилл
Jart-team (Xoma & Hanikat)
AniFilm (Deepson & Castiel & Delete & Kreol & Rin)
AniLibria (Zendos & Eladiel & Lupin & Absurd)
DeepKamate
Kateikyoushi Hitman Reborn! - 01
www.watchDBZSuper.com
Flusszerfall
AniMedia (ArtLight)
Anything Group (Milirina) (36-37)
Shakugan no Shana II
FireDub (Stranniy & Fretta & Nevernel)
De.us
HQR & вАСИЛИЙ тАПОЧКИН
украинский дубляж
Amazing Dubbing (Smoke & DEMIKS & Archi & Krosteria)
Studio Band (BalFor & Cuba77 & Demetra & Esther & LeeAnnushka & Влад Дуров & Торгиль)
2_ch ACC
AniLibria (Cleo-chan & Lupin & Myuk)
MiraiDuB & SovetRomanticа (Frosty Fox & Indominus Rex & Leina & Megera & Mirazell & Panda_Ksyao & SteycheR)
Clockwork Ep08
AniMedia (Mustadio)
SHIZA Project (Elias & Лизавета & Ruri)
LampTV (Gomer & Muvvekk & Aska & Hekomi)
AniDUB (3df & Cuba77 & n_o_i_r & Tay & Unicorn & Nata & Khemendil & Accretia)
Emeraldo Splash & Jemdo & Xardos
SRT
N4O
KBK (Google-tyan & Lumras & Nelly)
Женский любительский одноголосый
NVoicemedia (Exevan & Giza)
Haru-kaze & P-chan & Pelikan
AniMedia (Nazel & Freya & OziRIST)
rus audio
KroshkaRu & Molodoy
Ani-Kraze
Suzaku (E. Лурье) (9-10)
FLAC 2.0 48.0 kHz 16-Bit
Tanken Driland Episode 05
SovetRomanticа (Ban & Sakura)
Eshbashmack & Jotaro
AniLibria (Cleo-chan & Kari & Sharon)
S-A
StarlightSubs
AniPower (loster01 & Emeri)
06 of 22
AnimeReactor (Henesy)
Hekomi & NesTea & Snowly
WiaDub
2х2 (Мега-Аниме)
OpenDub & SeM&Ko & Get Smart Group (Flame & Venom64 & Persona99 & JeFerSon & Dark_mx3 & DJ ATOM & Arhipoops & KroshkaRu)
Yellow-Flash
2000-03-10
Drenbof
AniRaccoon (Mafia Voice)
HQR
S1.Ep5
Реставрация
SHIZA Project (Daelit & Viki)
Студия Камертон
Advokat & Antravoco & silencess
Honchō no Keiji Koi Monogatari  )
Esito & Aero & LeoDreaM
Невафильм (Дубляж)
Saru
JWA Project (Chokoba & Falloutman28 & Joyni & Kiana & KRaeved & KrisLaKras & Rapunzel-chan & Sined & Teysin & Литария Теннер)
AniLibria (MyAska & Kiyoko Koheiri & Sharon)
Itadakimasu (Green Pan & Mitsurika & Pyh Sama & Aquel)
